indicatorcode,indicatorname,topic,type,uniquevisitors,pageviews,maybedisagg,derived,disaggregation,primary,estimatetypemodeledornot,i,sum_obs,mean_obs_pc,max_obs_pc,year_max,year_min,avg_year_max,avg_year_min,avg_year_avg,cy_cov,cy_cov1960,cy_cov1970,cy_cov1980,cy_cov1990,cy_cov2000,cy_cov2010
hd.hci.ovrl.ub.fe,"Human capital index (HCI), female, upper bound (scale 0-1)",Public Sector: Policy & institutions,Disaggregation,45,60,0,0,1,0,,HD.HCI.OVRL.UB.FE,127,0.585253456,1,2017,2017,2017,2017,2017,0.009754225,0,0,0,0,0,0.058525346
hd.hci.ovrl.ub.ma,"Human capital index (HCI), male, upper bound (scale 0-1)",Public Sector: Policy & institutions,Disaggregation,96,127,0,0,1,0,,HD.HCI.OVRL.UB.MA,126,0.580645161,1,2017,2017,2017,2017,2017,0.009677419,0,0,0,0,0,0.058064517
ic.bus.dfrn.xq,Distance to frontier score (0=lowest performance to 100=frontier),Private Sector & Trade: Business environment,Primary,1406,2491,0,0,0,1,,IC.BUS.DFRN.XQ,567,2.612903226,3,2017,2015,2017,2015,2016,0.043548387,0,0,0,0,0,0.26129034
ic.bus.disc.xq,Business extent of disclosure index (0=less disclosure to 10=more disclosure),Private Sector & Trade: Business environment,Primary,1400,2387,0,0,0,1,,IC.BUS.DISC.XQ,2491,11.47926267,14,2018,2005,2018,2005.8201,2011.91,0.19132105,0,0,0,0,0.38617513,0.76175112
ic.bus.ease.xq,Ease of doing business index (1=most business-friendly regulations),Private Sector & Trade: Business environment,Primary,29034,57869,0,0,0,1,,IC.BUS.EASE.XQ,189,0.870967742,1,2018,2018,2018,2018,2018,0.01451613,0,0,0,0,0,0.087096773
ic.bus.ndns.zs,"New business density (new registrations per 1,000 people ages 15-64)",Private Sector & Trade: Business environment,Primary,1542,3341,0,0,0,1,,IC.BUS.NDNS.ZS,1334,6.147465438,11,2016,2006,2015.1151,2006.4965,2010.7987,0.10245776,0,0,0,0,0.23502305,0.37972349
ic.bus.nreg,New businesses registered (number),Private Sector & Trade: Business environment,Primary,4737,9810,0,0,0,1,,IC.BUS.NREG,1334,6.147465438,11,2016,2006,2015.1151,2006.4965,2010.7987,0.10245776,0,0,0,0,0.23502305,0.37972349
ic.crd.info.xq,Depth of credit information index (0=low to 8=high),Private Sector & Trade: Business environment,Primary,1371,2492,0,0,0,1,,IC.CRD.INFO.XQ,1132,5.216589862,6,2018,2013,2018,2013.0106,2015.5052,0.086943164,0,0,0,0,0,0.52165902
ic.crd.prvt.zs,Private credit bureau coverage (% of adults),Private Sector & Trade: Business environment,Primary,882,2086,0,0,0,1,,IC.CRD.PRVT.ZS,2634,12.13824885,15,2018,2004,2018,2005.0635,2011.5317,0.20230415,0,0,0,0,0.45207375,0.76175112
ic.crd.publ.zs,Public credit registry coverage (% of adults),Private Sector & Trade: Business environment,Primary,658,1367,0,0,0,1,,IC.CRD.PUBL.ZS,2634,12.13824885,15,2018,2004,2018,2005.0635,2011.5317,0.20230415,0,0,0,0,0.45207375,0.76175112
ic.cus.durs.ex,Average time to clear exports through customs (days),Private Sector & Trade: Business environment,Primary,2092,3995,0,0,0,1,,IC.CUS.DURS.EX,315,1.451612903,5,2018,2002,2012.6714,2007.05,2009.7314,0.02419355,0,0,0,0,0.079723507,0.065437786
ic.elc.durs,Delay in obtaining an electrical connection (days),Private Sector & Trade: Business environment,Primary,185,285,0,0,0,1,,IC.ELC.DURS,323,1.488479263,5,2018,2002,2012.8069,2007.1724,2009.8552,0.02480799,0,0,0,0,0.081105992,0.067741938
ic.elc.outg,Power outages in firms in a typical month (number),Private Sector & Trade: Business environment,Primary,1562,3215,0,0,0,1,,IC.ELC.OUTG,259,1.193548387,4,2018,2006,2013.1714,2008.6643,2010.8708,0.019892475,0,0,0,0,0.050691243,0.068663597
ic.elc.outg.zs,Firms experiencing electrical outages (% of firms),Private Sector & Trade: Business environment,Primary,200,355,0,0,0,1,,IC.ELC.OUTG.ZS,249,1.147465438,4,2018,2006,2013.2158,2009.0144,2011.0774,0.019124424,0,0,0,0,0.046082951,0.068663597
ic.elc.time,Time required to get electricity (days),Private Sector & Trade: Business environment,Primary,793,1521,0,0,0,1,,IC.ELC.TIME,1808,8.331797235,10,2018,2009,2017.9362,2009.3191,2013.6277,0.1388633,0,0,0,0,0.078801848,0.75437784
ic.exp.csbc.cd,"Cost to export, border compliance (US$)",Private Sector & Trade: Trade facilitation,Primary,436,978,0,0,0,1,,IC.EXP.CSBC.CD,934,4.304147465,5,2018,2014,2018,2014.0054,2016.0027,0.071735792,0,0,0,0,0,0.43041474
ic.exp.csdc.cd,"Cost to export, documentary compliance (US$)",Private Sector & Trade: Trade facilitation,Primary,251,426,0,0,0,1,,IC.EXP.CSDC.CD,934,4.304147465,5,2018,2014,2018,2014.0054,2016.0027,0.071735792,0,0,0,0,0,0.43041474
ic.exp.tmbc,"Time to export, border compliance (hours)",Private Sector & Trade: Trade facilitation,Primary,317,590,0,0,0,1,,IC.EXP.TMBC,934,4.304147465,5,2018,2014,2018,2014.0054,2016.0027,0.071735792,0,0,0,0,0,0.43041474
ic.exp.tmdc,"Time to export, documentary compliance (hours)",Private Sector & Trade: Trade facilitation,Primary,183,369,0,0,0,1,,IC.EXP.TMDC,934,4.304147465,5,2018,2014,2018,2014.0054,2016.0027,0.071735792,0,0,0,0,0,0.43041474
ic.frm.bkwc.zs,Firms using banks to finance working capital (% of firms),Private Sector & Trade: Business environment,Primary,481,944,0,0,0,1,,IC.FRM.BKWC.ZS,307,1.414746544,5,2018,2002,2012.8707,2007.1361,2009.7672,0.023579109,0,0,0,0,0.072350234,0.069124423
ic.frm.bnks.zs,Firms using banks to finance investment (% of firms),Private Sector & Trade: Business environment,Primary,740,1292,0,0,0,1,,IC.FRM.BNKS.ZS,335,1.543778802,6,2018,2002,2012.8707,2007.0544,2009.8187,0.025729647,0,0,0,0,0.085253455,0.069124423
ic.frm.brib.zs,Bribery incidence (% of firms experiencing at least one bribe payment request),Private Sector & Trade: Business environment,Primary,631,1163,0,0,0,1,,IC.FRM.BRIB.ZS,264,1.216589862,4,2018,2006,2013.1478,2008.662,2010.8585,0.020276498,0,0,0,0,0.052534562,0.069124423
ic.frm.cmpu.zs,Firms competing against unregistered firms (% of firms),Private Sector & Trade: Business environment,Primary,125,170,0,0,0,1,,IC.FRM.CMPU.ZS,254,1.170506912,4,2018,2006,2013.1478,2008.986,2011.0264,0.019508449,0,0,0,0,0.048387099,0.068663597
ic.frm.corr.zs,Informal payments to public officials (% of firms),Private Sector & Trade: Business environment,Primary,331,536,0,0,0,1,,IC.FRM.CORR.ZS,329,1.516129032,6,2018,2002,2012.9172,2007.1724,2009.9034,0.025268819,0,0,0,0,0.082949311,0.068663597
ic.frm.crim.zs,Losses due to theft and vandalism (% of annual sales for affected firms),Private Sector & Trade: Business environment,Primary,1222,1823,0,0,0,1,,IC.FRM.CRIM.ZS,245,1.129032258,4,2018,2006,2013.1666,2009.0435,2011.067,0.018817205,0,0,0,0,0.045622122,0.067281105
ic.frm.durs,Time required to obtain an operating license (days),Private Sector & Trade: Business environment,Primary,60,97,0,0,0,1,,IC.FRM.DURS,261,1.202764977,4,2018,2003,2013,2008.3597,2010.6421,0.020046083,0,0,0,0,0.05437788,0.06589862
ic.frm.femm.zs,Firms with female top manager (% of firms),Private Sector & Trade: Business environment,Primary,1626,3198,0,0,0,1,,IC.FRM.FEMM.ZS,201,0.926267281,3,2018,2007,2013.4812,2010.8196,2012.1528,0.015437789,0,0,0,0,0.023963135,0.068663597
ic.frm.femo.zs,Firms with female participation in ownership (% of firms),Private Sector & Trade: Business environment,Primary,761,1426,0,0,0,1,,IC.FRM.FEMO.ZS,299,1.377880184,4,2018,2004,2012.8707,2007.7279,2010.2189,0.022964671,0,0,0,0,0.069124423,0.068663597
ic.frm.freg.zs,Firms formally registered when operations started (% of firms),Private Sector & Trade: Business environment,Primary,85,116,0,0,0,1,,IC.FRM.FREG.ZS,238,1.096774194,4,2018,2006,2013.223,2009.6115,2011.3843,0.018279571,0,0,0,0,0.041013826,0.068663597
ic.frm.infm.zs,Firms that do not report all sales for tax purposes (% of firms),Private Sector & Trade: Business environment,Primary,533,765,0,0,0,1,,IC.FRM.INFM.ZS,145,0.668202765,4,2010,2002,2005.8641,2004.8738,2005.3608,0.011136713,0,0,0,0,0.066359445,0.00046083
ic.frm.metg.zs,Firms visited or required meetings with tax officials (% of firms),Private Sector & Trade: Business environment,Primary,155,214,0,0,0,1,,IC.FRM.METG.ZS,250,1.152073733,4,2018,2006,2013.2214,2009.05,2011.0983,0.01920123,0,0,0,0,0.046082951,0.069124423
ic.frm.outg.zs,Value lost due to electrical outages (% of sales for affected firms),Private Sector & Trade: Business environment,Primary,562,1015,0,0,0,1,,IC.FRM.OUTG.ZS,248,1.142857143,3,2018,2006,2013.2158,2009.036,2011.0887,0.01904762,0,0,0,0,0.045622122,0.068663597
ic.frm.rsdv.zs,Firms that spend on R&D (% of firms),Private Sector & Trade: Business environment,Primary,234,326,0,0,0,1,,IC.FRM.RSDV.ZS,156,0.718894009,3,2018,2006,2013.8197,2012.4426,2013.0902,0.011981567,0,0,0,0,0.006451613,0.065437786
ic.frm.thev.zs,Firms experiencing losses due to theft and vandalism (% of firms),Private Sector & Trade: Business environment,Primary,143,208,0,0,0,1,,IC.FRM.THEV.ZS,247,1.138248848,4,2018,2006,2013.2214,2009.1643,2011.1542,0.018970815,0,0,0,0,0.045161292,0.068663597
ic.frm.trng.zs,Firms offering formal training (% of firms),Private Sector & Trade: Business environment,Primary,163,313,0,0,0,1,,IC.FRM.TRNG.ZS,332,1.529953917,6,2018,2002,2012.8972,2007.1233,2009.8643,0.025499234,0,0,0,0,0.08387097,0.069124423
ic.gov.durs.zs,Time spent dealing with the requirements of government regulations (% of senior management time),Private Sector & Trade: Business environment,Primary,518,990,0,0,0,1,,IC.GOV.DURS.ZS,333,1.534562212,5,2018,2002,2012.8707,2007.0613,2009.8314,0.025576038,0,0,0,0,0.084331796,0.069124423
ic.imp.csbc.cd,"Cost to import, border compliance (US$)",Private Sector & Trade: Trade facilitation,Primary,358,732,0,0,0,1,,IC.IMP.CSBC.CD,934,4.304147465,5,2018,2014,2018,2014.0054,2016.0027,0.071735792,0,0,0,0,0,0.43041474
ic.imp.csdc.cd,"Cost to import, documentary compliance (US$)",Private Sector & Trade: Trade facilitation,Primary,182,335,0,0,0,1,,IC.IMP.CSDC.CD,934,4.304147465,5,2018,2014,2018,2014.0054,2016.0027,0.071735792,0,0,0,0,0,0.43041474
ic.imp.tmbc,"Time to import, border compliance (hours)",Private Sector & Trade: Trade facilitation,Primary,222,460,0,0,0,1,,IC.IMP.TMBC,934,4.304147465,5,2018,2014,2018,2014.0054,2016.0027,0.071735792,0,0,0,0,0,0.43041474
ic.imp.tmdc,"Time to import, documentary compliance (hours)",Private Sector & Trade: Trade facilitation,Primary,150,267,0,0,0,1,,IC.IMP.TMDC,934,4.304147465,5,2018,2014,2018,2014.0054,2016.0027,0.071735792,0,0,0,0,0,0.43041474
ic.isv.durs,Time to resolve insolvency (years),Private Sector & Trade: Business environment,Primary,744,1380,0,0,0,1,,IC.ISV.DURS,2443,11.25806452,16,2018,2003,2018,2004.2831,2011.1416,0.18763442,0,0,0,0,0.45529953,0.67050689
ic.lgl.cred.xq,Strength of legal rights index (0=weak to 12=strong),Private Sector & Trade: Business environment,Primary,3316,7577,0,0,0,1,,IC.LGL.CRED.XQ,1132,5.216589862,6,2018,2013,2018,2013.0106,2015.5052,0.086943164,0,0,0,0,0,0.52165902
ic.lgl.durs,Time required to enforce a contract (days),Private Sector & Trade: Business environment,Primary,641,1209,0,0,0,1,,IC.LGL.DURS,2767,12.75115207,16,2018,2003,2018,2004.3597,2011.1799,0.21251921,0,0,0,0,0.51336408,0.76175112
ic.prp.durs,Time required to register property (days),Private Sector & Trade: Business environment,Primary,450,780,0,0,0,1,,IC.PRP.DURS,2576,11.87096774,15,2018,2004,2018,2005.0757,2011.5378,0.19784947,0,0,0,0,0.44101384,0.74608296
ic.prp.proc,Procedures to register property (number),Private Sector & Trade: Business environment,Primary,248,470,0,0,0,1,,IC.PRP.PROC,2576,11.87096774,15,2018,2004,2018,2005.0757,2011.5378,0.19784947,0,0,0,0,0.44101384,0.74608296
ic.reg.cost.pc.fe.zs,"Cost of business start-up procedures, female (% of GNI per capita)",Private Sector & Trade: Business environment,Disaggregation,418,604,0,0,1,0,,IC.REG.COST.PC.FE.ZS,2767,12.75115207,16,2018,2003,2018,2004.3597,2011.1799,0.21251921,0,0,0,0,0.51336408,0.76175112
ic.reg.cost.pc.ma.zs,"Cost of business start-up procedures, male (% of GNI per capita)",Private Sector & Trade: Business environment,Disaggregation,150,215,0,0,1,0,,IC.REG.COST.PC.MA.ZS,2767,12.75115207,16,2018,2003,2018,2004.3597,2011.1799,0.21251921,0,0,0,0,0.51336408,0.76175112
ic.reg.cost.pc.zs,Cost of business start-up procedures (% of GNI per capita),Private Sector & Trade: Business environment,Derived,1277,2629,0,1,0,0,,IC.REG.COST.PC.ZS,2767,12.75115207,16,2018,2003,2018,2004.3597,2011.1799,0.21251921,0,0,0,0,0.51336408,0.76175112
ic.reg.durs,Time required to start a business (days),Private Sector & Trade: Business environment,Derived,5723,11560,0,1,0,0,,IC.REG.DURS,2767,12.75115207,16,2018,2003,2018,2004.3597,2011.1799,0.21251921,0,0,0,0,0.51336408,0.76175112
ic.reg.durs.fe,"Time required to start a business, female (days)",Private Sector & Trade: Business environment,Disaggregation,321,544,0,0,1,0,,IC.REG.DURS.FE,2767,12.75115207,16,2018,2003,2018,2004.3597,2011.1799,0.21251921,0,0,0,0,0.51336408,0.76175112
ic.reg.durs.ma,"Time required to start a business, male (days)",Private Sector & Trade: Business environment,Disaggregation,511,745,0,0,1,0,,IC.REG.DURS.MA,2767,12.75115207,16,2018,2003,2018,2004.3597,2011.1799,0.21251921,0,0,0,0,0.51336408,0.76175112
ic.reg.proc,Start-up procedures to register a business (number),Private Sector & Trade: Business environment,Derived,1228,2480,0,1,0,0,,IC.REG.PROC,2767,12.75115207,16,2018,2003,2018,2004.3597,2011.1799,0.21251921,0,0,0,0,0.51336408,0.76175112
ic.reg.proc.fe,"Start-up procedures to register a business, female (number)",Private Sector & Trade: Business environment,Disaggregation,206,315,0,0,1,0,,IC.REG.PROC.FE,2767,12.75115207,16,2018,2003,2018,2004.3597,2011.1799,0.21251921,0,0,0,0,0.51336408,0.76175112
ic.reg.proc.ma,"Start-up procedures to register a business, male (number)",Private Sector & Trade: Business environment,Disaggregation,99,127,0,0,1,0,,IC.REG.PROC.MA,2767,12.75115207,16,2018,2003,2018,2004.3597,2011.1799,0.21251921,0,0,0,0,0.51336408,0.76175112
ic.tax.durs,Time to prepare and pay taxes (hours),Private Sector & Trade: Business environment,Primary,1484,3015,0,0,0,1,,IC.TAX.DURS,2487,11.46082949,14,2018,2005,2018,2005.7712,2011.8856,0.19101383,0,0,0,0,0.38617513,0.75990784
ic.tax.gift.zs,Firms expected to give gifts in meetings with tax officials (% of firms),Private Sector & Trade: Business environment,Primary,151,251,0,0,0,1,,IC.TAX.GIFT.ZS,332,1.529953917,5,2018,2002,2012.8707,2007.1769,2009.8835,0.025499234,0,0,0,0,0.08387097,0.069124423
ic.tax.labr.cp.zs,Labor tax and contributions (% of commercial profits),Private Sector & Trade: Business environment,Primary,827,1463,0,0,0,1,,IC.TAX.LABR.CP.ZS,2487,11.46082949,14,2018,2005,2018,2005.7712,2011.8856,0.19101383,0,0,0,0,0.38617513,0.75990784
ic.tax.metg,Number of visits or required meetings with tax officials (average for affected firms),Private Sector & Trade: Business environment,Primary,251,370,0,0,0,1,,IC.TAX.METG,250,1.152073733,4,2018,2006,2013.2214,2009.05,2011.0983,0.01920123,0,0,0,0,0.046082951,0.069124423
ic.tax.othr.cp.zs,Other taxes payable by businesses (% of commercial profits),Private Sector & Trade: Business environment,Primary,301,530,0,0,0,1,,IC.TAX.OTHR.CP.ZS,2487,11.46082949,14,2018,2005,2018,2005.7712,2011.8856,0.19101383,0,0,0,0,0.38617513,0.75990784
ic.tax.paym,Tax payments (number),Private Sector & Trade: Business environment,Primary,1759,2838,0,0,0,1,,IC.TAX.PAYM,2487,11.46082949,14,2018,2005,2018,2005.7712,2011.8856,0.19101383,0,0,0,0,0.38617513,0.75990784
ic.tax.prft.cp.zs,Profit tax (% of commercial profits),Private Sector & Trade: Business environment,Primary,1110,1981,0,0,0,1,,IC.TAX.PRFT.CP.ZS,2487,11.46082949,14,2018,2005,2018,2005.7712,2011.8856,0.19101383,0,0,0,0,0.38617513,0.75990784
ic.tax.totl.cp.zs,Total tax and contribution rate (% of profit),Private Sector & Trade: Business environment,Primary,6790,15239,0,0,0,1,,IC.TAX.TOTL.CP.ZS,2487,11.46082949,14,2018,2005,2018,2005.7712,2011.8856,0.19101383,0,0,0,0,0.38617513,0.75990784
ic.wrh.durs,Time required to build a warehouse (days),Private Sector & Trade: Business environment,Primary,903,1281,0,0,0,1,,IC.WRH.DURS,2453,11.30414747,14,2018,2005,2017.9517,2005.7419,2011.8441,0.18840246,0,0,0,0,0.38387096,0.74654377
ic.wrh.proc,Procedures to build a warehouse (number),Private Sector & Trade: Business environment,Primary,228,318,0,0,0,1,,IC.WRH.PROC,2453,11.30414747,14,2018,2005,2017.9517,2005.7419,2011.8441,0.18840246,0,0,0,0,0.38387096,0.74654377
ie.ppi.engy.cd,Investment in energy with private participation (current US$),Private Sector & Trade: Private infrastructure investment,Primary,1967,3919,0,0,0,1,,IE.PPI.ENGY.CD,899,4.142857143,35,2018,1984,2013.6078,1998.9706,2006.683,0.069047622,0,0,0.004147466,0.09493088,0.16175115,0.15345623
ie.ppi.icti.cd,Investment in ICT with private participation (current US$),Private Sector & Trade: Private infrastructure investment,Primary,2865,4783,0,0,0,1,,IE.PPI.ICTI.CD,18,0.082949309,1,2016,2015,2015.3889,2015.3889,2015.3889,0.001382489,0,0,0,0,0,0.008294931
ie.ppi.tran.cd,Investment in transport with private participation (current US$),Private Sector & Trade: Private infrastructure investment,Primary,1941,4246,0,0,0,1,,IE.PPI.TRAN.CD,510,2.350230415,30,2018,1984,2012.0341,2000.6704,2006.267,0.039170507,0,0,0.004608295,0.061290324,0.098156683,0.070967741
ie.ppi.watr.cd,Investment in water and sanitation with private participation (current US$),Private Sector & Trade: Private infrastructure investment,Primary,1307,2439,0,0,0,1,,IE.PPI.WATR.CD,211,0.97235023,25,2018,1987,2008.2979,2001.4681,2004.7572,0.016205838,0,0,0.001382489,0.025806451,0.041935485,0.028110599
ie.ppn.engy.cd,Public private partnerships investment in energy (current US$),Private Sector & Trade: Private infrastructure investment,Primary,302,556,1,0,0,1,,IE.PPN.ENGY.CD,739,3.405529954,35,2018,1984,2013.4949,1999.8145,2007.1044,0.056758832,0,0,0.004147466,0.078341015,0.11428571,0.1437788
ie.ppn.icti.cd,Public private partnerships investment in ICT (current US$),Private Sector & Trade: Private infrastructure investment,Primary,391,597,1,0,0,1,,IE.PPN.ICTI.CD,92,0.423963134,9,2018,1985,2004.0536,2000.4108,2002.192,0.007066052,0,0,0.001843318,0.022119816,0.006912442,0.011520738
ie.ppn.tran.cd,Public private partnerships investment in transport (current US$),Private Sector & Trade: Private infrastructure investment,Primary,409,758,1,0,0,1,,IE.PPN.TRAN.CD,489,2.253456221,30,2018,1984,2012.2235,2000.5059,2006.2704,0.037557606,0,0,0.004608295,0.059907835,0.093087561,0.067741938
ie.ppn.watr.cd,Public private partnerships investment in water and sanitation (current US$),Private Sector & Trade: Private infrastructure investment,Primary,263,506,1,0,0,1,,IE.PPN.WATR.CD,206,0.949308756,25,2018,1987,2008.4565,2001.6957,2004.9404,0.015821813,0,0,0.001382489,0.025345622,0.040092167,0.028110599
ip.ids.nrct,"Industrial design applications, nonresident, by count",Infrastructure: Technology,Primary,551,782,1,0,0,1,,IP.IDS.NRCT,1880,8.66359447,38,2017,1980,2015.9921,1999.127,2007.7765,0.14439324,0,0,0.095852531,0.13732719,0.27557603,0.3576037
ip.ids.rsct,"Industrial design applications, resident, by count",Infrastructure: Technology,Primary,523,851,1,0,0,1,,IP.IDS.RSCT,1879,8.658986175,38,2017,1980,2016.1825,1999.6746,2008.0288,0.14431643,0,0,0.096313365,0.13917051,0.27096775,0.359447
ip.jrn.artc.sc,Scientific and technical journal articles,Infrastructure: Technology,Primary,3275,7540,0,0,0,1,,IP.JRN.ARTC.SC,2736,12.60829493,14,2016,2003,2016,2003.0408,2009.5204,0.21013825,0,0,0,0,0.62857139,0.63225806
ip.pat.nres,"Patent applications, nonresidents",Infrastructure: Technology,Primary,1904,4415,1,0,0,1,,IP.PAT.NRES,3612,16.64516129,38,2017,1980,2013.9448,1987,2000.629,0.27741936,0,0,0.36036867,0.42304146,0.45345622,0.42764977
ip.pat.resd,"Patent applications, residents",Infrastructure: Technology,Primary,6084,15852,1,0,0,1,,IP.PAT.RESD,3335,15.36866359,38,2017,1980,2014.245,1987.649,2001.3413,0.2561444,0,0,0.30552995,0.40046084,0.4294931,0.40138251
ip.tmk.nrct,"Trademark applications, nonresident, by count",Infrastructure: Technology,Disaggregation,262,382,0,0,1,0,,IP.TMK.NRCT,1323,6.096774194,14,2017,2004,2016.4015,2006.8978,2011.7102,0.1016129,0,0,0,0,0.21935484,0.3903226
ip.tmk.nres,"Trademark applications, direct nonresident",Infrastructure: Technology,Disaggregation,339,553,0,0,1,0,,IP.TMK.NRES,3895,17.94930876,38,2017,1980,2013.7469,1985.7229,1999.9889,0.29915515,0,0,0.38571429,0.45483872,0.51751155,0.43686637
ip.tmk.resd,"Trademark applications, direct resident",Infrastructure: Technology,Disaggregation,580,1028,0,0,1,0,,IP.TMK.RESD,3869,17.82949309,38,2017,1980,2013.9216,1986.2108,2000.2673,0.29715821,0,0,0.37050691,0.45207372,0.52488482,0.43548387
ip.tmk.rsct,"Trademark applications, resident, by count",Infrastructure: Technology,Disaggregation,254,385,0,0,1,0,,IP.TMK.RSCT,1320,6.082949309,14,2017,2004,2016.3768,2006.9275,2011.7098,0.10138249,0,0,0,0,0.21843319,0.38986176
